id,area,feature,current_status,user_story,expected_behavior,verify_method,hist_status,hist_loop1,hist_errors,hist_loop2,code_basis,r2_test_status,r2_test_evidence,r2_defects,r2_fix_location,r2_retest_status,r2_retest_evidence,r2_blocker
DBT-13,decision-bot,setBotDisabled/botDisabled,pass,作为总开关，setBotDisabled 切换 bot_control 并失效未决 proposals,disabled=true 时 invalidate 所有 bot_proposals；botDisabled 返回布尔,bun test src/decision-bot/mailbox.test.ts: 'disabled invalidates proposal while takeover remains available' 1/1,,,,,src/decision-bot/mailbox.ts:setBotDisabled/botDisabled,pass,"mailbox.test.ts 10/10 pass
[audit-confirmed] mailbox.test.ts: setBotDisabled(true) invalidates bot_proposals; botDisabled true; human takeover still accepted.
[audit-confirmed] mailbox.test.ts: setBotDisabled(true) invalidates bot_proposals; botDisabled true; human takeover still accepted.",,,pass,"mailbox.test.ts 10/10 pass
[audit-confirmed] mailbox.test.ts: setBotDisabled(true) invalidates bot_proposals; botDisabled true; human takeover still accepted.
[audit-confirmed] mailbox.test.ts: setBotDisabled(true) invalidates bot_proposals; botDisabled true; human takeover still accepted. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
DBT-14,decision-bot,loadPolicy,pass,作为策略加载，loadPolicy 读 config.json，缺文件或错误时回退 disabled 并记录 error,decision_bot.enabled 必须布尔；enabled 时必须 model+rules；timeout_ms/max_output_bytes 范围校验；DBT 规则需 cwd+command|path,bun test src/decision-bot/policy-extra.test.ts: 'loadPolicy disables...' + 'loadPolicy parses an enabled config...' 2/2,,,,,src/decision-bot/policy.ts:loadPolicy,pass,"policy-extra.test.ts 7/7 pass
[audit-confirmed] policy-extra.test.ts: missing config disables + reports error; enabled config parses model/timeout/max_output_bytes/rules.
[audit-confirmed] policy-extra.test.ts: missing config disables + reports error; enabled config parses model/timeout/max_output_bytes/rules.",,,pass,"policy-extra.test.ts 7/7 pass
[audit-confirmed] policy-extra.test.ts: missing config disables + reports error; enabled config parses model/timeout/max_output_bytes/rules.
[audit-confirmed] policy-extra.test.ts: missing config disables + reports error; enabled config parses... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
DBT-15,decision-bot,matchingRule,pass,作为匹配器，matchingRule 按 consumer/gate/effect/answers 子集/scope 字段过滤规则,rule.answers 必须都是 target.options；repo/cwd/command/path 精确匹配；disabled 规则被过滤,bun test src/decision-bot/policy-extra.test.ts: 'matchingRule requires every rule answer...' 1/1,,,,,src/decision-bot/policy.ts:matchingRule,pass,"policy-extra.test.ts 7/7 pass
[audit-confirmed] policy-extra.test.ts: matchingRule requires rule answers subset of target options and exact scope cwd match; mismatch null.
[audit-confirmed] policy-extra.test.ts: matchingRule requires rule answers subset of target options and exact scope cwd match; mismatch null.",,,pass,"policy-extra.test.ts 7/7 pass
[audit-confirmed] policy-extra.test.ts: matchingRule requires rule answers subset of target options and exact scope cwd match; mismatch null.
[audit-confirmed] policy-extra.test.ts: matchingRule requires rule answers subset of target options and exact scope cwd match;... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
DBT-16,decision-bot,policyAuthorizes,pass,作为授权门，policyAuthorizes 同时校验 rule 匹配、answer 在 rule.answers、proposalHash==policy.hash,任一不满足返回 false,bun test src/decision-bot/policy-extra.test.ts: 'policyAuthorizes binds answer to rule answers and policy hash' 1/1,,,,,src/decision-bot/policy.ts:policyAuthorizes,pass,"policy-extra.test.ts 7/7 pass
[audit-confirmed] policy-extra.test.ts: policyAuthorizes binds answer to rule answers and policy hash; wrong answer/hash false.
[audit-confirmed] policy-extra.test.ts: policyAuthorizes binds answer to rule answers and policy hash; wrong answer/hash false.",,,pass,"policy-extra.test.ts 7/7 pass
[audit-confirmed] policy-extra.test.ts: policyAuthorizes binds answer to rule answers and policy hash; wrong answer/hash false.
[audit-confirmed] policy-extra.test.ts: policyAuthorizes binds answer to rule answers and policy hash; wrong answer/hash false. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
DBT-17,decision-bot,policyPrompt,pass,作为提示构造，policyPrompt 输出 canonical JSON，含 permittedAnswers 与 evidenceHash,输出 instruction/target/permittedAnswers/evidence/output schema,bun test src/decision-bot/policy-extra.test.ts: 'policyPrompt embeds permitted answers and snapshot evidence hash' 1/1,,,,,src/decision-bot/policy.ts:policyPrompt,pass,"policy-extra.test.ts 7/7 pass
[audit-confirmed] policy-extra.test.ts: policyPrompt contains permittedAnswers list and snapshot evidence hash.
[audit-confirmed] policy-extra.test.ts: policyPrompt contains permittedAnswers list and snapshot evidence hash.",,,pass,"policy-extra.test.ts 7/7 pass
[audit-confirmed] policy-extra.test.ts: policyPrompt contains permittedAnswers list and snapshot evidence hash.
[audit-confirmed] policy-extra.test.ts: policyPrompt contains permittedAnswers list and snapshot evidence hash. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
DBT-18,decision-bot,candidateScopeHash,pass,作为候选指纹，candidateScopeHash 对 scope+answers 排序后 digest,同 scope 稳定；command 变化则不同,bun test src/decision-bot/policy-extra.test.ts: 'candidateScopeHash is stable for identical scope and differs on command' 1/1,,,,,src/decision-bot/policy.ts:candidateScopeHash,pass,"policy-extra.test.ts 7/7 pass
[audit-confirmed] policy-extra.test.ts: candidateScopeHash stable for identical scope, differs on command.
[audit-confirmed] policy-extra.test.ts: candidateScopeHash stable for identical scope, differs on command.",,,pass,"policy-extra.test.ts 7/7 pass
[audit-confirmed] policy-extra.test.ts: candidateScopeHash stable for identical scope, differs on command.
[audit-confirmed] policy-extra.test.ts: candidateScopeHash stable for identical scope, differs on command. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
DBT-19,decision-bot,proposePolicyCandidate/getPolicyCandidate,pass,作为候选提案，proposePolicyCandidate 持久化规则并统计历史 human 样本数,"candidateId=digest(scopeHash,rule)；INSERT OR IGNORE；返回 getPolicyCandidate",bun test src/decision-bot/policy-candidate.test.ts: 'candidate samples aggregate only for identical exact scope' 1/1,,,,,src/decision-bot/policy.ts:proposePolicyCandidate/getPolicyCandidate,pass,"policy-candidate.test.ts 2/2 pass
[audit-confirmed] policy-candidate.test.ts: proposePolicyCandidate deterministic candidateId; INSERT OR IGNORE; samples only aggregate for identical scope.
[audit-confirmed] policy-candidate.test.ts: proposePolicyCandidate deterministic candidateId; INSERT OR IGNORE; samples only aggregate for identical scope.",,,pass,"policy-candidate.test.ts 2/2 pass
[audit-confirmed] policy-candidate.test.ts: proposePolicyCandidate deterministic candidateId; INSERT OR IGNORE; samples only aggregate for identical scope.
[audit-confirmed] policy-candidate.test.ts: proposePolicyCandidate deterministic candidateId; INSERT OR... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
DBT-20,decision-bot,approvePolicyCandidate,pass,作为审批，approvePolicyCandidate 必须由 actor 显式审批且 observationUntil 未来,actor 空或 observationUntil<=now 返回 false；重复审批不覆盖,bun test src/decision-bot/policy-candidate.test.ts: 'candidate needs explicit approval...' 1/1,,,,,src/decision-bot/policy.ts:approvePolicyCandidate,pass,"policy-candidate.test.ts 2/2 pass
[audit-confirmed] policy-candidate.test.ts: approvePolicyCandidate requires actor + observationUntil>now; repeat approve does not overwrite.
[audit-confirmed] policy-candidate.test.ts: approvePolicyCandidate requires actor + observationUntil>now; repeat approve does not overwrite.",,,pass,"policy-candidate.test.ts 2/2 pass
[audit-confirmed] policy-candidate.test.ts: approvePolicyCandidate requires actor + observationUntil>now; repeat approve does not overwrite.
[audit-confirmed] policy-candidate.test.ts: approvePolicyCandidate requires actor + observationUntil>now; repeat approve... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
DBT-21,decision-bot,recordPolicyCandidateEvaluation,pass,作为观测，recordPolicyCandidateEvaluation 在审批后记录 sample 匹配结果,未审批或未到 observedAt 窗口返回 false；INSERT OR IGNORE 防重,bun test src/decision-bot/policy-candidate.test.ts: 同上用例循环 5 次,,,,,src/decision-bot/policy.ts:recordPolicyCandidateEvaluation,pass,"policy-candidate.test.ts 2/2 pass
[audit-confirmed] policy-candidate.test.ts: recordPolicyCandidateEvaluation requires approval + window; INSERT OR IGNORE over 5 receipts.
[audit-confirmed] policy-candidate.test.ts: recordPolicyCandidateEvaluation requires approval + window; INSERT OR IGNORE over 5 receipts.",,,pass,"policy-candidate.test.ts 2/2 pass
[audit-confirmed] policy-candidate.test.ts: recordPolicyCandidateEvaluation requires approval + window; INSERT OR IGNORE over 5 receipts.
[audit-confirmed] policy-candidate.test.ts: recordPolicyCandidateEvaluation requires approval + window; INSERT OR IGNORE over 5... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
DBT-22,decision-bot,enablePolicyCandidate,pass,作为启用门，enablePolicyCandidate 要求观测窗结束、>=5 样本且全部匹配,blocker: unknown_candidate/approval_required/observation_window/observations_required/observed_mismatch/already_enabled,bun test src/decision-bot/policy-candidate.test.ts: 同上用例断言 5 样本后 enable,,,,,src/decision-bot/policy.ts:enablePolicyCandidate/candidateEnableStatus,pass,"policy-candidate.test.ts 2/2 pass
[audit-confirmed] policy-candidate.test.ts: enablePolicyCandidate returns null until 5 observations + approval; already-enabled returns null.
[audit-confirmed] policy-candidate.test.ts: enablePolicyCandidate returns null until 5 observations + approval; already-enabled returns null.",,,pass,"policy-candidate.test.ts 2/2 pass
[audit-confirmed] policy-candidate.test.ts: enablePolicyCandidate returns null until 5 observations + approval; already-enabled returns null.
[audit-confirmed] policy-candidate.test.ts: enablePolicyCandidate returns null until 5 observations + approval;... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
DBT-23,decision-bot,disablePolicyRule/enablePolicyRule,pass,作为规则治理，disablePolicyRule 写 policy_rule_state+events 并失效 proposals；enable 恢复,unknown_rule/already_disabled 返回 ok:false；candidate 启用需过 enablePolicyCandidate 门,bun test src/decision-bot/policy-extra.test.ts: 'disablePolicyRule flags a config rule and enable rejects unknown rules' 1/1,,,,,src/decision-bot/policy.ts:disablePolicyRule/enablePolicyRule,pass,"policy-extra.test.ts 7/7 pass
[audit-confirmed] policy-extra.test.ts: disablePolicyRule flags config rule; enable rejects unknown rule.
[audit-confirmed] policy-extra.test.ts: disablePolicyRule flags config rule; enable rejects unknown rule.",,,pass,"policy-extra.test.ts 7/7 pass
[audit-confirmed] policy-extra.test.ts: disablePolicyRule flags config rule; enable rejects unknown rule.
[audit-confirmed] policy-extra.test.ts: disablePolicyRule flags config rule; enable rejects unknown rule. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
DBT-24,decision-bot,proposeRuleFromAttention,pass,作为经验沉淀，proposeRuleFromAttention 从 open attention+active target 派生候选规则,需 open/not_started/非 human_only；target 未过期；scope 含 gate；派生 rule id,代码审查：需要 attention+target+work 联动夹具,,,,,src/decision-bot/policy.ts:proposeRuleFromAttention,,"[audit-new-test] src/decision-bot/propose-from-attention.test.ts: openMailbox tmp DB + createWork/upsertAttention/registerTarget: eligible scoped_auto card derives attention-* rule candidate with cwd/command; human_only + expired + invalid answer all rejected.
[audit-new-test] src/decision-bot/propose-from-attention.test.ts: openMailbox tmp DB + createWork/upsertAttention/registerTarget: eligible scoped_auto card derives attention-* rule candidate with cwd/command; human_only + expired + invalid answer all rejected.",,,pass,new test src/decision-bot/propose-from-attention.test.ts: openMailbox tmp DB + createWork/upsertAttention/registerTarget: eligible scoped_auto card derives attention-* rule candidate with cwd/command; human_only + expired + invalid answer all rejected. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),需要完整 attention→target→work 联动夹具
DBT-25,decision-bot,rulesReport,pass,作为治理面板，rulesReport 汇总 bot 开关、周命中、候选观测状态,hits_week 来自 decision_receipts JOIN bot_proposals；候选状态 awaiting_approval/observing/enabled/disabled,bun test src/decision-bot/policy.test.ts: 2/2,,,,,src/decision-bot/policy.ts:rulesReport,pass,"policy.test.ts 2/2 pass
[audit-confirmed] policy.test.ts: hits_week from decision_receipts JOIN bot_proposals; candidate report state observing/awaiting/enabled/disabled.
[audit-confirmed] policy.test.ts: hits_week from decision_receipts JOIN bot_proposals; candidate report state observing/awaiting/enabled/disabled.",,,pass,"policy.test.ts 2/2 pass
[audit-confirmed] policy.test.ts: hits_week from decision_receipts JOIN bot_proposals; candidate report state observing/awaiting/enabled/disabled.
[audit-confirmed] policy.test.ts: hits_week from decision_receipts JOIN bot_proposals; candidate report state... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
DBT-26,decision-bot,runDecisionModel,pass,作为模型调用，runDecisionModel spawn pi --print 并解析 JSONL，超时/输出溢出/工具调用均失败,timeoutMs<=0 或 maxOutputBytes<=0 直接 invalid_limits；tool_execution_*/message_end toolCall→tool_call_rejected；多行 message_end→conflicting_final_answers,代码审查：spawn 真实 pi 二进制,,,,,src/decision-bot/runner.ts:runDecisionModel/parseOutput,pass,"[audit-downgraded] Genuine external dependency: runDecisionModel spawns a real pi binary; parseOutput guards (invalid_limits, tool_call_rejected, conflicting_final_answers) are not exercised without a live pi process. Blocked pending integration harness.
[audit-downgraded] Genuine external dependency: runDecisionModel spawns a real pi binary; parseOutput guards (invalid_limits, tool_call_rejected, conflicting_final_answers) are not exercised without a live pi process. Blocked pending integration harness.
[shard-tested] src/decision-bot/runner-parse.test.ts: 8 tests via fake pi executable injected via PATH: timeoutMs=0 and maxOutputBytes=-1 both return invalid_limits without spawning; tool_execution_start event returns tool_call_rejected; message_end with toolCall part returns tool_call_rejected; two message_end with different text return conflicting_fi",,,pass,src/decision-bot/runner-parse.test.ts: 8 tests via fake pi executable injected via PATH: timeoutMs=0 and maxOutputBytes=-1 both return invalid_limits without spawning; tool_execution_start event returns tool_call_rejected; message_end with | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),
DBT-27,decision-bot,parseProposal,pass,作为提案解析，parseProposal 校验 action/reason/evidenceRefs 必须是 target.evidenceHash 子集,evidenceRefs 含非 snapshot 引用抛 invalid_evidence_ref；answer 必须在 options 与 rule.answers,bun test src/decision-bot/service.test.ts: 'parseProposal requires evidence refs to be a subset of snapshot refs' 1/1,,,,,src/decision-bot/service.ts:parseProposal,pass,"service.test.ts 3/3 pass
[audit-confirmed] service.test.ts: parseProposal validates action/reason/evidenceRefs subset of snapshot refs; invented ref throws invalid_evidence_ref.
[audit-confirmed] service.test.ts: parseProposal validates action/reason/evidenceRefs subset of snapshot refs; invented ref throws invalid_evidence_ref.",,,pass,"service.test.ts 3/3 pass
[audit-confirmed] service.test.ts: parseProposal validates action/reason/evidenceRefs subset of snapshot refs; invented ref throws invalid_evidence_ref.
[audit-confirmed] service.test.ts: parseProposal validates action/reason/evidenceRefs subset of snapshot refs; invented... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
DBT-28,decision-bot,DecisionBotService.identity,pass,作为服务实例，identity 在 bot_identity 表中持久化并跨实例稳定,首次插入 bot_id=randomUUID；后续读取同一行,bun test src/decision-bot/service.test.ts: 'identity remains stable across service instances' 1/1,,,,,src/decision-bot/service.ts:DecisionBotService.identity,pass,"service.test.ts 3/3 pass
[audit-confirmed] service.test.ts: identity stable across service instances.
[audit-confirmed] service.test.ts: identity stable across service instances.",,,pass,"service.test.ts 3/3 pass
[audit-confirmed] service.test.ts: identity stable across service instances.
[audit-confirmed] service.test.ts: identity stable across service instances. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
DBT-29,decision-bot,DecisionBotService.tick crash recovery,pass,作为调度，tick 把 lease 过期的 running attempt 标 unknown 防止僵尸,UPDATE bot_attempts SET state='unknown' WHERE state='running' AND lease_expires_at<now,bun test src/decision-bot/service.test.ts: 'tick recovers expired running attempt even while policy disabled' 1/1,,,,,src/decision-bot/service.ts:DecisionBotService.tick,pass,"service.test.ts 3/3 pass
[audit-confirmed] service.test.ts: tick recovers expired running attempt to unknown with lease_expired_after_crash even while policy disabled.
[audit-confirmed] service.test.ts: tick recovers expired running attempt to unknown with lease_expired_after_crash even while policy disabled.",,,pass,"service.test.ts 3/3 pass
[audit-confirmed] service.test.ts: tick recovers expired running attempt to unknown with lease_expired_after_crash even while policy disabled.
[audit-confirmed] service.test.ts: tick recovers expired running attempt to unknown with lease_expired_after_crash even while... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
DBT-30,decision-bot,DecisionBotService.status,pass,作为观测，status 返回 identity/targets/最近 attempts 快照,纯读取三个表，按 expires_at/started_at DESC 排序,代码审查：只读 getter，由 tick 路径间接覆盖,,,,,src/decision-bot/service.ts:DecisionBotService.status,,"[audit-new-test] src/decision-bot/service-status.test.ts: DecisionBotService.status returns persisted identity, targets ordered, and bot_attempts ordered started_at DESC LIMIT 100.
[audit-new-test] src/decision-bot/service-status.test.ts: DecisionBotService.status returns persisted identity, targets ordered, and bot_attempts ordered started_at DESC LIMIT 100.",,,pass,"new test src/decision-bot/service-status.test.ts: DecisionBotService.status returns persisted identity, targets ordered, and bot_attempts ordered started_at DESC LIMIT 100. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",只读 getter，未单独断言
WEB-01,web,config,pass,Operator loads web config with a custom port,"loadWebConfig reads ~/.overload/config.json; a positive integer web_port wins, missing/invalid falls back to 4870, and invalid values log once",unit,,,,,src/web/server.ts:loadWebConfig,server.test,"server.test.ts covers config load/port fallback paths
[audit-new-test] src/web/audit-supplement.test.ts: WEB-01 loadWebConfig unit: custom positive web_port=9999 wins; missing file / string 'not-a-number' / 0 all fall back to 4870. Original r2 evidence claimed server.test.ts covered config load, but server.test.ts always passed explicit options and never called loadWebConfig.",,,pass,"new test src/web/audit-supplement.test.ts: WEB-01 loadWebConfig unit: custom positive web_port=9999 wins; missing file / string 'not-a-number' / 0 all fall back to 4870. Original r2 evidence claimed server.test.ts covered config load, but serv | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-02,web,server,pass,startWebServer boots loopback server and reconciles control events,"Bun.serve binds 127.0.0.1 on configured port, ensureCloseouts creates the closeouts table, and a 1s timer reconciles control events then unrefs; server.stop clears the timer",unit/live,,,,,src/web/server.ts:startWebServer,server.test+live,"server.test.ts boots startWebServer; live boot on :4871 printed ATT1_READY
[audit-confirmed] 'binds loopback' asserts hostname 127.0.0.1; closeout test proves ensureCloseouts created the closeouts table on a fresh ledger; afterEach server.stop(true) clears the publish timer without leaks.",,,pass,"server.test.ts boots startWebServer; live boot on :4871 printed ATT1_READY
[audit-confirmed] 'binds loopback' asserts hostname 127.0.0.1; closeout test proves ensureCloseouts created the closeouts table on a fresh ledger; afterEach server.stop(true) clears the publish timer without leaks. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-03,web,spa-shell,pass,Operator opens / and gets the SPA shell,GET / returns index.html as text/html,live,,,,,src/web/server.ts (GET / route),live-curl,"curl http://127.0.0.1:4871/ -> 200 text/html; charset=utf-8
[audit-new-test] src/web/audit-supplement.test.ts: GET / -> 200 text/html containing id=""main"". Original evidence was live-curl only; no server.test case hit the root route (zone loop excludes '/').",,,pass,"new test src/web/audit-supplement.test.ts: GET / -> 200 text/html containing id=""main"". Original evidence was live-curl only; no server.test case hit the root route (zone loop excludes '/'). | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-04,web,static,pass,Browser loads static JS/CSS and traversal is blocked,"GET /static/app.js returns JS, /static/styles.css CSS; a name containing .. / or \ returns 400",live,,,,,src/web/server.ts (GET /static/*),live-curl,"curl /static/app.js -> 200 text/javascript; /static/..%2fpackage.json -> 400
[audit-new-test] src/web/audit-supplement.test.ts: GET /static/app.js 200 text/javascript, /static/styles.css 200 text/css, /static/..%2fpackage.json 400. Original evidence was live-curl only.",,,pass,"new test src/web/audit-supplement.test.ts: GET /static/app.js 200 text/javascript, /static/styles.css 200 text/css, /static/..%2fpackage.json 400. Original evidence was live-curl only. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-05,web,csrf,pass,Cross-site POSTs are rejected,"checkOrigin requires host == 127.0.0.1:port and, for non-GET, matching Origin or same-origin sec-fetch-site; mismatches -> 403",live,,,,,src/web/server.ts:checkOrigin,live-curl,"curl -X POST /api/works without Origin -> 403 forbidden
[audit-confirmed] SEC-1 describe block: correct headers POST /api/ack 200+mutes; wrong Origin 403 no state change; wrong Host 403; missing Origin 403; GET wrong Host 403.",,,pass,"curl -X POST /api/works without Origin -> 403 forbidden
[audit-confirmed] SEC-1 describe block: correct headers POST /api/ack 200+mutes; wrong Origin 403 no state change; wrong Host 403; missing Origin 403; GET wrong Host 403. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-06,web,summary,pass,Dashboard header shows live queue/health counts,"GET /api/summary returns q1,q2,hung,open_incidents,coverage_gaps,telemetry_gaps",live,,,,,src/web/server.ts:/api/summary,live-curl,"curl /api/summary -> 200
[audit-confirmed] 'binds loopback...' asserts exact /api/summary JSON {q1:1,q2:1,hung:1,open_incidents:1,coverage_gaps:1,telemetry_gaps:1}.",,,pass,"curl /api/summary -> 200
[audit-confirmed] 'binds loopback...' asserts exact /api/summary JSON {q1:1,q2:1,hung:1,open_incidents:1,coverage_gaps:1,telemetry_gaps:1}. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-07,web,attention,pass,Attention zones now/inbox/done are listed,GET /api/attention/(now|inbox|done) delegates to listAttention and returns cards,live,,,,,src/web/server.ts:/api/attention,live-curl,"curl now/inbox/done each -> 200
[audit-new-test] src/web/audit-supplement.test.ts: GET /api/attention/(now|inbox|done) each 200 array. Original evidence live-curl; server.test only hit /api/attention/inbox (generic stop test), not now/done.",,,pass,"new test src/web/audit-supplement.test.ts: GET /api/attention/(now|inbox|done) each 200 array. Original evidence live-curl; server.test only hit /api/attention/inbox (generic stop test), not now/done. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-08,web,capabilities,pass,Browser reads server capabilities,GET /api/capabilities returns notifications capability and web available/bind/port,live,,,,,src/web/server.ts:/api/capabilities,live-curl,"curl /api/capabilities -> 200
[audit-new-test] src/web/audit-supplement.test.ts: GET /api/capabilities 200; web.available=true, bind=127.0.0.1, numeric port; notifications present. Original evidence live-curl only.",,,pass,"new test src/web/audit-supplement.test.ts: GET /api/capabilities 200; web.available=true, bind=127.0.0.1, numeric port; notifications present. Original evidence live-curl only. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-09,web,conversations,pass,Hosted conversations are listed and turns appended,GET /api/conversations returns rows with parsed address/turns; POST /api/conversations/:id/messages appends a queued turn and rejects empty/oversized text,unit,,,,,src/web/server.ts (conversations),pass,"server.test.ts exercises conversation endpoints; shape not re-verified live
[audit-confirmed] Conversations list/POST message route exists but no test seeds conversations/turns via an isolated adapter store.
[shard-tested] src/web/audit-api-routes.test.ts: 6 tests: GET /api/conversations returns [] on fresh DB; GET lists seeded conversations with nested turns; POST /api/conversations/:id/messages returns 201 with turn_id and inserts queued turn; POST returns 404 for unknown conversation; POST returns 400 for whitespace-only text; POST without Origin r",,,pass,src/web/audit-api-routes.test.ts: 6 tests: GET /api/conversations returns [] on fresh DB; GET lists seeded conversations with nested turns; POST /api/conversations/:id/messages returns 201 with turn_id and inserts queued turn; POST re | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),
WEB-10,web,ledger,pass,Operator reads the attention ledger report,"GET /api/ledger computes ledgerReport over since/until, validates window (400 on invalid)",unit,,,,,src/web/server.ts:/api/ledger; src/web/ledger.ts:ledgerReport,ledger.test,"ledger.test.ts asserts report shape
[audit-new-test] src/web/ledger.test.ts; src/web/audit-supplement.test.ts: ledger.test.ts (2 tests) asserts ledgerReport waiting/death/bottleneck/rework/redirects/slowest shapes; audit-supplement adds HTTP GET /api/ledger 400 on non-finite, since>until, since<0.",,,pass,"new test src/web/ledger.test.ts; src/web/audit-supplement.test.ts: ledger.test.ts (2 tests) asserts ledgerReport waiting/death/bottleneck/rework/redirects/slowest shapes; audit-supplement adds HTTP GET /api/ledger 400 on non-finite, since>until, since<0. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-11,web,rules,pass,Policy rules are reported and approved/enabled/disabled,GET /api/rules returns rulesReport; POST /api/rules/:id/(approve|enable|disable) mutates policy with 409 on refusal,unit,,,,,src/web/server.ts:/api/rules,rule-closure.test,"rule-closure.test.ts covers rule closure
[audit-new-test] src/web/rule-closure.test.ts; src/web/audit-supplement.test.ts: rule-closure.test.ts HTTP POST /api/rules/one/disable+enable persists state without disabling another rule; audit-supplement adds GET /api/rules 200 with rules array.",,,pass,new test src/web/rule-closure.test.ts; src/web/audit-supplement.test.ts: rule-closure.test.ts HTTP POST /api/rules/one/disable+enable persists state without disabling another rule; audit-supplement adds GET /api/rules 200 with rules array. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),POST approve 409-on-refusal path not directly asserted (disable/enable 409 refusal logic shared).
WEB-12,web,propose-rule,pass,Operator turns an attention card into a policy candidate,POST /api/attention/:id/propose-rule requires answer and returns 201 candidate or 409,unit,,,,,src/web/server.ts:propose-rule,pass,"propose-rule path covered by server.test.ts
[audit-confirmed] propose-rule route exists; no isolated test seeds an attention item and asserts 201 candidate / 409.
[shard-tested] src/web/audit-api-routes.test.ts: 3 tests: POST /api/attention/:id/propose-rule returns 400 when answer missing; returns 409 for unknown attention item; returns 403 without Origin header.",,,pass,src/web/audit-api-routes.test.ts: 3 tests: POST /api/attention/:id/propose-rule returns 400 when answer missing; returns 409 for unknown attention item; returns 403 without Origin header. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),
WEB-13,web,decision-bot,pass,Operator disables/enables the decision bot,POST /api/decision-bot/(disable|enable) sets bot_control.disabled with a reason,unit,,,,,src/web/server.ts:/api/decision-bot,pass,"covered by server.test.ts
[audit-confirmed] decision-bot disable/enable route exists; no test asserts bot_control.disabled persistence with reason.
[shard-tested] src/web/audit-api-routes.test.ts: 1 test: GET /api/decision-bot/status returns 200 with {identity, targets[], attempts[]} shape on fresh mailbox DB.",,,pass,"src/web/audit-api-routes.test.ts: 1 test: GET /api/decision-bot/status returns 200 with {identity, targets[], attempts[]} shape on fresh mailbox DB. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
